nome_completo,idade,data,frequencia,cardio_minutos,cardio_distancia,cardio_velocidade,cardio_rpm,musculacao_peso,musculacao_repeticoes,musculacao_series
Julia Kelly,53,2024-08-16,4,39,2.68,9.99,82.32,73,11,5
Julia Kelly,53,2024-08-15,4,48,4.38,12.71,77.15,92,8,2
Julia Kelly,53,2024-08-13,4,60,3.69,13.28,66.28,42,9,3
Julia Kelly,53,2024-08-12,4,46,5.6,12.75,71.65,49,12,4
Julia Kelly,53,2024-08-15,4,24,7.5,15.39,91.51,100,11,5
Joshua Mcgrath,25,2024-08-13,3,37,8.61,8.57,66.64,59,12,5
Joshua Mcgrath,25,2024-08-12,3,49,7.51,13.6,97.71,84,15,5
Joshua Mcgrath,25,2024-08-12,3,58,2.32,11.46,72.89,52,8,2
Joshua Mcgrath,25,2024-08-13,3,56,6.7,8.17,90.59,54,8,3
Joshua Mcgrath,25,2024-08-15,3,53,7.21,15.33,67.26,94,14,5
Joshua Mcgrath,25,2024-08-12,3,50,4.78,10.67,86.81,40,13,5
Joshua Mcgrath,25,2024-08-15,3,38,7.3,11.2,90.42,24,15,2
Joshua Mcgrath,25,2024-08-14,3,36,4.59,15.76,76.17,85,8,5
Joshua Mcgrath,25,2024-08-15,3,23,3.5,10.89,90.26,100,15,2
Rebecca Wolf,31,2024-08-16,4,28,9.42,11.5,87.93,35,8,3
Rebecca Wolf,31,2024-08-13,4,39,6.41,12.42,63.73,34,15,2
Rebecca Wolf,31,2024-08-13,4,51,9.46,10.33,88.22,73,15,5
Rebecca Wolf,31,2024-08-13,4,49,6.41,11.07,96.87,85,10,2
Rebecca Wolf,31,2024-08-14,4,46,4.72,14.3,70.69,20,12,4
Rebecca Wolf,31,2024-08-16,4,57,9.99,11.92,65.94,88,15,4
Rebecca Wolf,31,2024-08-14,4,55,8.1,11.02,97.31,44,11,5
Rebecca Wolf,31,2024-08-13,4,46,2.35,13.96,88.21,68,14,3
Rebecca Wolf,31,2024-08-15,4,22,3.01,15.72,73.28,32,15,2
Rebecca Wolf,31,2024-08-16,4,49,2.12,9.15,94.84,39,9,5
Rebecca Wolf,31,2024-08-14,4,41,6.99,11.18,63.21,62,14,4
Rebecca Wolf,31,2024-08-15,4,54,2.29,8.55,85.25,56,11,2
Scott Kennedy,45,2024-08-12,2,48,3.33,10.4,61.16,61,8,4
Scott Kennedy,45,2024-08-14,2,43,5.45,9.95,76.48,43,10,3
Scott Kennedy,45,2024-08-12,2,59,8.97,12.96,69.63,94,10,3
Scott Kennedy,45,2024-08-15,2,60,4.03,10.04,60.38,79,12,3
Scott Kennedy,45,2024-08-12,2,48,9.56,15.9,71.97,74,12,5
Scott Kennedy,45,2024-08-14,2,32,9.99,14.83,64.27,68,13,4
Jeremy Knapp,36,2024-08-15,2,37,2.06,14.92,91.13,26,15,4
Jeremy Knapp,36,2024-08-13,2,58,8.42,9.75,67.61,52,10,2
Jeremy Knapp,36,2024-08-12,2,39,8.31,8.27,74.59,36,9,4
Jeremy Knapp,36,2024-08-14,2,46,3.41,9.06,81.58,66,12,3
Jeremy Knapp,36,2024-08-14,2,50,9.74,10.36,94.82,34,15,2
Jeremy Knapp,36,2024-08-13,2,34,8.88,13.79,99.2,91,13,2
Carl Odom,43,2024-08-14,2,54,2.99,10.95,89.96,53,14,4
Carl Odom,43,2024-08-12,2,34,5.77,12.96,97.73,61,11,2
Carl Odom,43,2024-08-15,2,39,7.19,8.93,61.81,24,12,5
Carl Odom,43,2024-08-12,2,26,3.88,12.3,75.55,67,14,3
Carl Odom,43,2024-08-15,2,26,8.67,12.93,97.56,55,8,4
Carl Odom,43,2024-08-13,2,48,5.56,9.89,74.51,67,13,2
Timothy Chan,43,2024-08-13,4,27,9.59,14.59,63.67,47,8,2
Timothy Chan,43,2024-08-14,4,35,9.91,14.3,68.21,90,11,3
Timothy Chan,43,2024-08-13,4,41,8.19,14.31,83.84,55,10,3
Timothy Chan,43,2024-08-16,4,36,8.39,8.88,94.66,36,8,4
Timothy Chan,43,2024-08-13,4,57,4.59,9.39,62.1,73,9,2
Timothy Chan,43,2024-08-15,4,48,8.22,12.11,64.36,84,11,2
Timothy Chan,43,2024-08-16,4,39,5.66,15.71,62.43,81,14,5
Timothy Chan,43,2024-08-12,4,51,7.7,11.55,95.97,61,10,2
Timothy Chan,43,2024-08-13,4,37,6.99,12.68,88.49,68,12,5
Timothy Chan,43,2024-08-16,4,58,5.44,14.34,64.58,90,11,5
Timothy Chan,43,2024-08-15,4,34,5.31,14.62,75.95,32,13,5
Timothy Chan,43,2024-08-14,4,36,4.99,9.22,96.92,28,9,2
Craig Chapman,23,2024-08-12,5,43,8.49,12.45,83.46,91,13,2
Craig Chapman,23,2024-08-15,5,42,8.99,15.53,76.92,26,12,4
Craig Chapman,23,2024-08-14,5,26,6.62,9.7,86.27,48,9,4
Craig Chapman,23,2024-08-16,5,43,2.92,10.23,69.05,74,8,4
Craig Chapman,23,2024-08-12,5,31,4.19,14.1,96.86,64,8,3
Craig Chapman,23,2024-08-13,5,56,7.26,8.56,89.64,23,9,3
Craig Chapman,23,2024-08-15,5,46,5.63,9.26,72.47,61,9,2
Craig Chapman,23,2024-08-13,5,30,8.04,8.4,63.26,76,14,5
Craig Chapman,23,2024-08-16,5,48,5.31,9.72,80.49,64,14,2
Craig Chapman,23,2024-08-14,5,57,5.89,13.34,61.82,70,8,2
Craig Chapman,23,2024-08-13,5,39,9.56,14.14,90.57,57,13,2
Craig Chapman,23,2024-08-12,5,51,7.98,9.41,75.21,49,13,2
Craig Chapman,23,2024-08-15,5,22,5.49,11.68,63.11,60,14,5
Craig Chapman,23,2024-08-15,5,38,2.92,8.17,72.99,99,15,4
Craig Chapman,23,2024-08-12,5,47,8.76,9.95,83.55,87,9,5
Melissa Gonzales,37,2024-08-13,4,41,8.23,8.61,85.33,87,11,4
Melissa Gonzales,37,2024-08-14,4,29,3.89,9.17,67.89,97,10,2
Melissa Gonzales,37,2024-08-13,4,60,5.95,14.04,90.4,77,13,4
Melissa Gonzales,37,2024-08-13,4,48,2.55,11.54,72.11,55,8,4
Melissa Gonzales,37,2024-08-16,4,24,4.48,11.62,62.28,56,9,2
Melissa Gonzales,37,2024-08-16,4,58,6.06,11.7,82.17,25,15,3
Melissa Gonzales,37,2024-08-14,4,58,5.81,9.21,62.47,33,13,2
Melissa Gonzales,37,2024-08-16,4,31,2.31,13.66,99.64,87,10,4
Melissa Gonzales,37,2024-08-14,4,38,5.1,14.2,87.16,26,13,2
Melissa Gonzales,37,2024-08-14,4,26,6.46,11.09,70.08,97,10,4
Melissa Gonzales,37,2024-08-12,4,57,7.31,15.33,72.41,70,10,2
Melissa Gonzales,37,2024-08-14,4,55,5.01,14.33,92.53,87,9,5
Maria Leon,50,2024-08-12,4,43,4.47,15.61,73.67,82,11,3
Maria Leon,50,2024-08-13,4,29,2.62,14.76,64.05,89,8,4
Maria Leon,50,2024-08-16,4,28,6.78,9.23,67.23,99,10,5
Maria Leon,50,2024-08-12,4,46,4.91,13.76,98.78,98,12,5
Maria Leon,50,2024-08-13,4,54,3.91,15.72,91.37,44,13,5
Maria Leon,50,2024-08-15,4,38,8.22,12.02,76.75,40,11,3
Maria Leon,50,2024-08-14,4,23,7.13,14.99,82.18,33,9,4
Maria Leon,50,2024-08-12,4,30,4.18,15.24,65.89,75,9,3
Maria Leon,50,2024-08-15,4,42,9.44,11.32,75.86,67,11,5
Maria Leon,50,2024-08-12,4,43,3.8,10.55,63.96,62,10,3
Maria Leon,50,2024-08-12,4,38,9.34,11.78,93.24,80,15,2
Maria Leon,50,2024-08-12,4,21,4.05,14.68,81.95,97,14,2
Christopher Hernandez,36,2024-08-14,3,27,2.38,11.36,91.76,78,9,2
Christopher Hernandez,36,2024-08-15,3,58,6.29,13.06,83.0,38,12,5
Christopher Hernandez,36,2024-08-12,3,59,4.82,12.57,67.49,30,13,2
Christopher Hernandez,36,2024-08-16,3,54,6.06,15.91,82.17,69,15,2
Christopher Hernandez,36,2024-08-15,3,43,4.03,8.13,91.54,64,11,2
Christopher Hernandez,36,2024-08-16,3,41,3.07,10.82,73.54,42,15,5
Christopher Hernandez,36,2024-08-13,3,28,2.5,14.21,78.31,57,11,2
Christopher Hernandez,36,2024-08-13,3,22,4.52,10.48,75.93,89,15,4
Christopher Hernandez,36,2024-08-12,3,32,4.29,14.9,61.91,62,12,2
Joseph Lutz,41,2024-08-15,5,48,9.16,11.09,98.95,83,15,4
Joseph Lutz,41,2024-08-16,5,37,8.41,13.82,63.16,97,10,4
Joseph Lutz,41,2024-08-14,5,26,2.64,13.29,72.26,97,14,3
Joseph Lutz,41,2024-08-15,5,42,5.58,13.81,96.46,98,14,4
Joseph Lutz,41,2024-08-12,5,24,7.37,11.25,80.52,40,8,3
Joseph Lutz,41,2024-08-16,5,48,2.28,8.54,91.14,66,13,5
Joseph Lutz,41,2024-08-16,5,22,6.84,13.43,97.95,67,15,2
Joseph Lutz,41,2024-08-16,5,28,6.24,11.18,85.98,51,9,2
Joseph Lutz,41,2024-08-13,5,51,6.14,15.31,64.71,53,15,3
Joseph Lutz,41,2024-08-16,5,38,7.55,15.99,68.01,37,9,5
Joseph Lutz,41,2024-08-13,5,48,9.98,14.48,98.7,60,13,2
Joseph Lutz,41,2024-08-16,5,54,4.32,10.4,66.3,42,13,3
Joseph Lutz,41,2024-08-12,5,32,8.34,9.89,79.76,66,13,5
Joseph Lutz,41,2024-08-16,5,28,6.9,8.69,72.37,81,14,5
Joseph Lutz,41,2024-08-16,5,24,3.0,10.54,62.97,79,13,3
Tyler Perkins,53,2024-08-13,3,47,6.02,14.95,93.26,86,10,4
Tyler Perkins,53,2024-08-13,3,30,4.58,13.67,73.84,86,12,2
Tyler Perkins,53,2024-08-14,3,32,7.08,12.41,65.01,58,9,3
Tyler Perkins,53,2024-08-16,3,57,3.23,13.27,88.83,97,13,2
Tyler Perkins,53,2024-08-12,3,25,2.36,13.13,83.07,46,14,2
Tyler Perkins,53,2024-08-15,3,60,6.36,13.14,72.08,51,14,4
Tyler Perkins,53,2024-08-15,3,24,7.51,9.26,76.62,79,11,4
Tyler Perkins,53,2024-08-16,3,29,4.5,13.75,89.37,64,14,3
Tyler Perkins,53,2024-08-14,3,52,6.49,10.55,78.66,54,15,3
Trevor Curtis,27,2024-08-12,2,38,9.56,14.91,76.73,40,13,4
Trevor Curtis,27,2024-08-13,2,30,5.99,12.12,79.95,59,15,2
Trevor Curtis,27,2024-08-12,2,45,6.04,15.73,68.61,65,8,2
Trevor Curtis,27,2024-08-14,2,51,6.78,14.74,86.9,56,8,2
Trevor Curtis,27,2024-08-15,2,28,9.06,13.82,90.55,66,8,5
Trevor Curtis,27,2024-08-12,2,56,6.49,10.9,71.54,69,15,4
Chase Wallace,57,2024-08-13,2,26,5.15,14.36,73.56,66,10,3
Chase Wallace,57,2024-08-16,2,52,5.21,8.32,61.56,62,15,5
Chase Wallace,57,2024-08-13,2,58,9.15,9.12,97.25,60,10,5
Chase Wallace,57,2024-08-16,2,39,6.75,12.06,80.39,82,12,5
Chase Wallace,57,2024-08-12,2,43,4.65,8.88,76.66,59,8,5
Chase Wallace,57,2024-08-14,2,57,6.62,13.77,83.34,41,14,3
Kimberly Andrews,33,2024-08-16,2,27,3.53,11.53,76.75,72,11,5
Kimberly Andrews,33,2024-08-16,2,59,9.36,14.98,89.43,27,10,3
Kimberly Andrews,33,2024-08-16,2,40,9.98,11.83,75.07,42,15,4
Kimberly Andrews,33,2024-08-16,2,42,7.41,14.94,87.23,53,15,3
Kimberly Andrews,33,2024-08-13,2,37,6.46,9.8,98.92,58,12,3
Kimberly Andrews,33,2024-08-15,2,40,5.84,12.48,97.38,55,12,2
Erik Reid,54,2024-08-15,5,42,9.64,14.44,71.62,56,9,4
Erik Reid,54,2024-08-15,5,36,7.98,9.71,93.12,54,12,3
Erik Reid,54,2024-08-12,5,59,7.93,9.91,62.03,87,11,3
Erik Reid,54,2024-08-12,5,26,5.31,13.74,64.02,37,8,3
Erik Reid,54,2024-08-15,5,50,5.82,9.6,98.56,61,12,2
Erik Reid,54,2024-08-12,5,56,3.86,13.91,94.01,24,10,5
Erik Reid,54,2024-08-13,5,22,9.98,11.18,79.82,57,8,2
Erik Reid,54,2024-08-14,5,56,6.82,15.43,73.4,78,15,3
Erik Reid,54,2024-08-16,5,49,4.18,14.47,73.23,78,12,3
Erik Reid,54,2024-08-12,5,41,8.33,12.54,90.29,42,14,5
Erik Reid,54,2024-08-16,5,40,2.69,13.35,67.39,37,15,4
Erik Reid,54,2024-08-13,5,20,4.09,9.88,90.15,62,12,2
Erik Reid,54,2024-08-14,5,43,7.54,8.5,64.73,59,10,5
Erik Reid,54,2024-08-16,5,39,7.52,13.11,97.63,67,11,3
Erik Reid,54,2024-08-13,5,50,3.23,13.98,84.23,73,15,3
Kerri Bush,33,2024-08-16,2,48,6.23,10.89,96.69,34,8,3
Kerri Bush,33,2024-08-16,2,54,3.2,10.62,80.81,34,11,5
Kerri Bush,33,2024-08-12,2,52,5.56,8.45,65.28,73,15,2
Kerri Bush,33,2024-08-16,2,49,7.38,10.47,60.87,52,8,3
Kerri Bush,33,2024-08-16,2,24,2.36,10.76,62.55,27,9,5
Kerri Bush,33,2024-08-12,2,38,5.27,14.15,90.63,73,13,5
Jennifer Brown,46,2024-08-15,5,25,7.46,13.29,81.57,64,9,3
Jennifer Brown,46,2024-08-16,5,45,6.23,13.82,68.91,20,8,4
Jennifer Brown,46,2024-08-15,5,54,5.39,11.03,69.19,78,13,3
Jennifer Brown,46,2024-08-14,5,32,9.5,13.8,64.51,73,8,3
Jennifer Brown,46,2024-08-13,5,24,2.81,8.27,83.91,26,11,2
Jennifer Brown,46,2024-08-15,5,48,3.87,9.74,94.55,27,10,4
Jennifer Brown,46,2024-08-13,5,56,4.55,12.78,86.9,61,11,4
Jennifer Brown,46,2024-08-13,5,53,3.77,10.4,62.44,95,10,5
Jennifer Brown,46,2024-08-16,5,51,2.38,10.76,85.73,68,13,5
Jennifer Brown,46,2024-08-15,5,29,4.4,9.47,81.52,50,11,4
Jennifer Brown,46,2024-08-13,5,49,9.32,12.5,98.71,91,10,5
Jennifer Brown,46,2024-08-13,5,36,3.63,13.17,96.89,67,9,3
Jennifer Brown,46,2024-08-12,5,37,5.02,12.84,61.58,29,11,3
Jennifer Brown,46,2024-08-15,5,33,8.96,10.66,98.28,21,11,3
Jennifer Brown,46,2024-08-12,5,50,9.32,13.57,88.15,70,11,4
Monique Kelley,36,2024-08-15,5,54,7.19,10.47,74.39,83,15,2
Monique Kelley,36,2024-08-15,5,40,9.31,10.97,76.56,92,11,3
Monique Kelley,36,2024-08-12,5,36,6.43,12.67,88.8,57,10,3
Monique Kelley,36,2024-08-14,5,34,5.04,14.67,79.97,63,12,5
Monique Kelley,36,2024-08-15,5,49,3.35,14.36,66.77,89,15,3
Monique Kelley,36,2024-08-16,5,23,6.19,14.71,62.97,26,8,5
Monique Kelley,36,2024-08-13,5,60,3.85,13.66,60.37,84,15,4
Monique Kelley,36,2024-08-12,5,59,7.1,15.47,96.51,82,8,2
Monique Kelley,36,2024-08-16,5,55,5.29,8.13,88.89,88,12,2
Monique Kelley,36,2024-08-16,5,47,8.45,15.28,64.28,32,10,3
Monique Kelley,36,2024-08-13,5,59,6.21,14.52,70.69,70,9,4
Monique Kelley,36,2024-08-15,5,49,6.52,15.92,69.03,30,8,2
Monique Kelley,36,2024-08-15,5,44,5.02,11.81,85.47,41,9,5
Monique Kelley,36,2024-08-15,5,41,6.53,14.86,63.81,87,8,3
Monique Kelley,36,2024-08-13,5,56,5.8,8.37,62.97,55,8,3
Kathleen Cardenas,38,2024-08-13,2,57,3.15,14.57,92.84,29,12,3
Kathleen Cardenas,38,2024-08-16,2,35,6.53,14.8,87.08,89,13,5
Kathleen Cardenas,38,2024-08-13,2,25,6.01,15.79,62.15,75,11,2
Kathleen Cardenas,38,2024-08-14,2,58,8.15,15.64,75.87,61,8,4
Kathleen Cardenas,38,2024-08-15,2,51,3.83,12.42,75.02,43,14,2
Kathleen Cardenas,38,2024-08-16,2,38,8.38,13.7,63.28,39,14,3
Shannon Thomas,42,2024-08-14,4,26,2.73,15.54,77.79,54,9,3
Shannon Thomas,42,2024-08-12,4,31,5.45,12.46,80.5,33,8,2
Shannon Thomas,42,2024-08-14,4,55,2.74,12.78,72.98,69,8,4
Shannon Thomas,42,2024-08-15,4,44,8.23,13.8,82.38,51,10,5
Shannon Thomas,42,2024-08-13,4,28,4.15,10.15,65.84,41,14,4
Shannon Thomas,42,2024-08-15,4,39,5.87,8.62,70.07,51,15,3
Shannon Thomas,42,2024-08-15,4,26,3.08,8.05,75.83,99,14,4
Shannon Thomas,42,2024-08-15,4,41,5.44,14.59,86.04,96,10,4
Shannon Thomas,42,2024-08-14,4,58,9.58,9.61,72.57,70,13,4
Shannon Thomas,42,2024-08-15,4,56,8.26,10.61,71.21,70,13,2
Shannon Thomas,42,2024-08-16,4,32,6.74,12.37,87.27,90,8,5
Shannon Thomas,42,2024-08-13,4,48,8.38,14.65,62.77,72,15,3
Danny Rogers,58,2024-08-13,4,36,7.27,13.72,91.56,29,15,5
Danny Rogers,58,2024-08-16,4,45,6.27,15.39,94.79,73,8,4
Danny Rogers,58,2024-08-16,4,58,7.11,8.68,90.76,65,10,2
Danny Rogers,58,2024-08-16,4,45,9.73,10.65,91.85,33,8,2
Danny Rogers,58,2024-08-14,4,34,6.09,12.15,83.22,93,11,5
Danny Rogers,58,2024-08-14,4,45,5.7,13.44,87.62,39,13,2
Danny Rogers,58,2024-08-15,4,26,4.36,15.36,63.43,38,13,4
Danny Rogers,58,2024-08-14,4,49,8.27,12.17,73.93,32,15,5
Danny Rogers,58,2024-08-14,4,24,4.4,14.48,64.6,63,9,3
Danny Rogers,58,2024-08-13,4,53,3.4,9.28,82.39,79,11,5
Danny Rogers,58,2024-08-13,4,31,7.12,11.46,61.17,98,11,5
Danny Rogers,58,2024-08-16,4,47,5.11,13.64,68.23,28,9,3
Amanda Johnson,41,2024-08-13,4,49,2.91,13.37,79.58,60,14,5
Amanda Johnson,41,2024-08-16,4,27,4.78,14.76,84.69,58,9,3
Amanda Johnson,41,2024-08-14,4,27,3.91,8.94,74.93,38,14,5
Amanda Johnson,41,2024-08-16,4,28,6.6,11.38,79.47,88,10,3
Amanda Johnson,41,2024-08-15,4,38,3.12,10.52,78.04,26,13,2
Amanda Johnson,41,2024-08-15,4,28,3.56,11.07,82.46,83,14,5
Amanda Johnson,41,2024-08-15,4,48,5.91,8.66,61.23,48,12,2
Amanda Johnson,41,2024-08-14,4,34,6.3,9.35,78.29,83,9,2
Amanda Johnson,41,2024-08-14,4,54,8.59,10.93,92.9,25,15,3
Amanda Johnson,41,2024-08-15,4,26,7.89,13.23,69.9,24,15,4
Amanda Johnson,41,2024-08-14,4,25,5.51,15.95,91.03,50,11,4
Amanda Johnson,41,2024-08-16,4,60,5.43,12.93,91.39,46,8,4
Carol Allen,52,2024-08-16,4,54,3.35,15.83,71.71,93,12,2
Carol Allen,52,2024-08-13,4,46,9.35,15.94,94.68,36,10,3
Carol Allen,52,2024-08-13,4,40,8.63,14.09,87.05,82,10,4
Carol Allen,52,2024-08-15,4,44,5.62,13.07,95.21,31,14,4
Carol Allen,52,2024-08-14,4,49,9.6,10.62,60.1,31,15,4
Carol Allen,52,2024-08-12,4,54,5.18,15.75,92.99,83,12,4
Carol Allen,52,2024-08-14,4,41,6.38,9.04,94.1,63,8,2
Carol Allen,52,2024-08-12,4,60,8.27,11.68,64.97,40,15,5
Carol Allen,52,2024-08-12,4,47,3.62,13.51,65.28,58,10,4
Carol Allen,52,2024-08-12,4,43,4.0,10.97,96.15,41,8,5
Carol Allen,52,2024-08-14,4,34,5.43,8.73,63.81,47,15,2
Carol Allen,52,2024-08-13,4,57,3.81,13.44,60.37,63,9,5
Aaron Bell,26,2024-08-12,5,34,5.06,13.85,64.1,60,13,4
Aaron Bell,26,2024-08-13,5,44,8.19,14.03,65.33,38,9,2
Aaron Bell,26,2024-08-16,5,30,5.52,13.78,85.12,39,14,5
Aaron Bell,26,2024-08-13,5,25,9.17,9.12,64.93,69,13,5
Aaron Bell,26,2024-08-14,5,28,3.98,13.16,69.93,96,12,2
Aaron Bell,26,2024-08-14,5,33,6.14,12.08,89.91,57,8,3
Aaron Bell,26,2024-08-15,5,44,2.9,12.0,83.76,87,8,4
Aaron Bell,26,2024-08-14,5,28,5.09,14.71,76.83,89,10,5
Aaron Bell,26,2024-08-12,5,21,6.7,8.11,68.63,27,14,4
Aaron Bell,26,2024-08-16,5,46,5.39,11.22,85.62,88,10,4
Aaron Bell,26,2024-08-12,5,39,2.63,15.37,98.97,39,13,5
